# example/interaction.csv: the case that defeats the escalation pipeline.
#
# SYNTHETIC. y = x1*x2 + N(0,1), with x1 and x2 drawn symmetrically about zero.
# Generated by example/mknonlinear.c --interaction; see truth_inter() there.
#
# A straight line explains nothing here (its slope is zero in both terms) and yet
# leaves residuals with no per-term curvature to detect, so linearr's residual
# check stays silent and scripts/escalate.sh will NOT escalate. A network fits it.
# The noise is N(0,1), so 1.0 is again the best achievable held-out RMSE.
group,y,x1,x2
001,-1.7495,-0.2749,4.7743
001,-2.7713,3.5331,0.0219
001,-0.0900,2.6541,0.5064
001,-11.5560,2.6369,-3.9345
001,-0.4515,-2.1903,0.5222
001,-5.1911,-4.2697,1.5646
001,6.2348,1.7114,3.5995
001,-5.2698,-3.8542,1.5697
001,9.9659,4.5411,2.1322
001,0.7539,-0.0998,2.5841
001,-4.0436,0.8805,-3.7399
001,5.4898,-1.4149,-4.5842
001,5.9792,2.5050,2.3911
001,4.3301,0.7521,4.0732
001,1.5042,-1.8643,0.2812
001,-0.2330,-0.4371,-2.3321
001,-14.8210,-3.4421,4.7669
001,0.5170,-0.4987,0.0966
001,-10.2424,-3.6113,2.5584
001,-12.3136,3.4101,-3.4238
001,-3.9994,2.4252,-1.5776
001,1.4559,2.9545,0.0445
001,-3.5320,-2.9431,1.7864
001,1.3450,-4.0825,-0.2074
001,8.4234,-1.4539,-4.5965
001,9.2673,2.8181,3.6655
001,-11.5154,4.6236,-2.2577
001,8.8519,-4.4728,-2.2013
001,-0.7771,-1.1989,1.1898
001,2.2859,0.0835,4.8473
001,-2.6819,-4.0673,0.9065
001,6.3603,-1.7256,-3.3134
001,-1.8147,1.2251,-1.7674
001,7.1336,2.8641,2.3681
001,14.1209,-3.1080,-4.3776
001,-13.6876,4.9402,-2.7134
001,-1.7320,-0.5333,3.6610
001,4.0188,-1.5752,-2.9174
001,0.1268,0.1999,0.0705
001,19.1553,-3.9433,-4.5879
001,2.6272,3.9064,0.7931
001,-7.4961,-4.2314,1.3871
001,-7.5990,4.8810,-1.2609
001,-12.7735,-2.9996,4.4349
001,3.5039,-2.8553,-1.0299
001,4.7949,2.3539,1.7475
001,-0.9609,-2.1121,0.3062
001,-15.5570,3.6845,-4.0522
001,8.0685,1.9936,3.5346
001,4.3793,1.7621,2.5984
001,-0.7718,0.7271,0.3373
001,0.4654,-0.4769,-1.5499
001,-8.1501,1.4743,-4.5959
001,1.0046,-1.2798,-1.7985
001,-8.2350,1.9895,-3.2752
001,-2.7320,4.9108,-0.6049
001,-1.3492,3.0165,-0.1120
001,-1.1762,0.1999,-3.7850
001,1.8443,-2.9205,-0.4983
001,-1.3396,0.0110,3.8507
001,-0.0253,0.5501,0.7812
001,-0.0311,-1.7981,0.4641
001,-2.4748,4.9262,-0.6562
001,11.3660,4.5190,2.5564
001,1.5881,1.7791,1.3212
001,2.7913,2.0895,1.1251
001,7.2512,1.3982,4.8509
001,18.5149,-4.5098,-3.6580
001,6.9253,-1.2320,-4.5992
001,16.8004,-3.9918,-4.7333
001,-1.9992,-1.0510,0.2728
001,-3.6993,-3.1086,0.9359
001,7.0973,-3.4504,-2.2490
001,18.5476,-4.6314,-4.2700
001,-14.3792,3.5643,-4.4103
001,-12.3675,-4.7842,2.5758
001,-13.5082,-2.5448,4.6758
001,7.6738,-1.5615,-4.7874
001,-7.2251,-2.7875,2.4682
001,-4.5115,-3.1151,1.1954
001,4.4115,1.1382,3.8924
001,13.0568,-2.6017,-4.5252
001,0.1247,0.0961,-1.3957
001,-2.0480,-1.4028,2.0433
001,-2.0173,3.5603,-0.6302
001,0.3699,-0.1204,-1.5839
001,-2.8202,0.6655,-4.7998
001,8.4392,-4.3861,-1.6403
001,14.9104,4.1249,4.0073
001,-9.5786,-2.4180,4.6054
001,5.0709,1.3890,4.2789
001,1.9250,-2.6450,-0.7919
001,-8.8121,2.0057,-4.6057
001,-2.2593,-4.0960,0.5204
001,-0.0245,0.1491,-1.2771
001,-6.3533,-3.9748,1.5562
001,5.4615,1.9676,2.7814
001,0.5489,-0.0720,-2.7749
001,0.8993,0.3257,2.0356
001,-0.8596,0.8397,0.8064
001,-0.5741,0.7717,2.3704
001,-2.2111,-1.0807,1.4626
001,1.4111,-0.6772,-2.5237
001,-8.5398,-3.4164,2.5996
001,-0.2156,-0.4584,0.0269
001,-0.7603,0.9003,-0.9175
001,11.0490,3.6566,3.1936
001,5.0376,1.0870,4.1922
001,-17.6369,3.7551,-4.4696
001,-9.3357,-3.8062,2.4008
001,-4.8246,1.8945,-2.3712
001,6.7152,2.0853,2.9445
001,-2.9021,-1.0585,3.0572
001,-0.0899,1.4500,-0.0808
001,0.5010,0.4796,1.4128
001,-1.3411,1.1988,0.2272
001,18.2479,4.7069,3.7360
001,-1.5043,0.7600,-2.1571
001,2.2817,0.5048,2.5512
001,4.5712,-4.1299,-0.9519
001,4.8274,0.9323,4.4113
001,3.3611,1.4839,3.7278
001,15.0507,-3.7487,-4.2463
001,2.6537,3.8665,0.4163
001,-2.6341,-1.3257,2.3551
001,-1.5865,0.3884,-4.3982
001,-9.8268,-2.4465,4.2117
001,-1.7229,-1.7958,1.5939
001,-2.3832,-0.6977,0.5087
001,-0.1340,-1.1096,0.9277
001,1.3065,-0.4467,-1.9432
001,-1.3324,1.6350,-1.4499
001,2.4635,-1.1305,0.2023
001,17.5893,4.1196,4.3084
001,17.3288,-4.2147,-4.1746
001,-2.4810,4.6201,-0.3597
001,18.3194,-4.4655,-4.0777
001,-10.0820,-3.5934,2.4444
001,-10.6204,-3.5168,3.1763
001,-16.3460,3.2042,-4.8545
001,0.1810,-3.1422,0.4042
001,1.3793,-0.3276,-3.1267
001,-5.8850,-1.5149,3.7210
001,9.2350,-3.7460,-2.1963
001,8.2266,-2.9730,-2.4265
001,0.6637,1.0153,1.4710
001,-2.2975,1.5696,-1.0982
001,9.2181,3.0980,2.7916
001,-13.4889,-2.7568,4.8842
001,-0.3966,0.0270,1.6490
001,11.0903,-2.3125,-4.4460
001,-5.4090,4.0182,-1.0984
001,3.2071,4.1080,0.9236
001,-9.5103,-3.3403,2.2840
001,-3.5828,-1.1321,3.0261
001,-5.6319,-1.7294,2.8886
001,-3.4471,-4.9335,0.6634
001,-8.1349,2.0095,-4.5389
001,-13.6681,-2.7657,4.5160
001,-8.0723,4.9650,-1.7866
001,0.3525,1.3715,-1.1130
001,20.1429,-4.7163,-4.2314
001,11.8716,4.9673,2.3774
001,-13.1106,-4.6409,2.7934
001,-8.0542,-4.6430,1.7987
001,1.1929,3.5060,0.0030
001,-10.6071,4.1381,-2.1959
001,-9.1160,3.2501,-3.1536
001,2.2547,-1.6259,-1.3026
001,-7.8235,-2.2042,3.4993
001,6.1980,1.6932,4.1688
001,4.7323,1.7414,2.9677
001,7.2916,1.8390,3.7024
001,-6.5986,-3.0721,2.8421
001,-6.7504,-3.5204,2.1025
001,2.2573,1.9214,1.4008
001,-3.1530,-1.3953,2.2329
001,-3.1248,-0.8173,3.2039
001,0.5490,2.7853,-0.0634
001,-9.7821,-2.0979,4.8557
001,9.8269,2.6728,3.3002
001,-8.9637,2.5807,-3.2602
001,-14.9852,-4.5511,3.4155
001,-2.4965,1.1356,-2.5537
001,-9.7322,2.5522,-3.4149
001,1.1001,0.5266,1.9898
001,1.2353,-0.1951,-2.1846
001,2.7837,-1.3496,-1.9128
001,-8.2496,-2.5345,3.0850
001,15.6345,4.3994,3.4317
001,8.2568,-2.3231,-3.3381
001,23.3327,-4.8804,-4.7623
001,2.7411,0.8411,3.1846
001,1.5514,1.8162,0.0929
001,-8.4798,-2.8096,3.4495
001,-0.8272,-0.4126,-1.5781
001,1.6933,1.8835,0.9736
001,2.4228,-1.1301,-2.7052
001,-14.7371,4.0112,-3.5127
001,3.6619,-0.6857,-4.9434
001,3.1207,1.5895,2.1039
001,-0.3491,0.4008,0.2298
001,0.0065,4.3963,-0.4523
001,5.8092,-1.5731,-4.1947
001,-0.6415,4.1181,-0.1525
001,-18.9361,-4.0983,4.3020
001,-15.8286,3.8151,-4.2034
001,5.8290,-2.9864,-2.2257
001,0.7064,1.0442,1.3084
001,7.9079,-4.8474,-1.5085
001,11.8387,3.3382,3.8009
001,-0.6141,-0.8824,2.3395
001,-2.6594,-1.4471,2.1158
001,1.9788,0.6361,3.0792
001,-21.6666,-4.3186,4.9753
001,8.9769,-3.2225,-2.4079
001,3.1189,2.7434,2.1240
001,1.5011,0.3180,1.6085
001,-0.4182,0.0019,0.5409
001,-4.4913,2.0217,-2.6992
001,16.7756,3.8582,4.3992
001,-3.6518,-4.4929,0.9354
001,16.9108,4.6366,3.5720
001,-1.8495,2.5508,-0.5290
001,-14.9327,-4.1428,3.5564
001,-2.8037,4.5326,-0.5672
001,5.2382,1.0304,4.2606
001,2.6963,2.3819,0.7409
001,-5.1544,1.1671,-4.4543
001,1.3758,-3.6013,-0.0792
001,7.5717,4.4004,1.7025
001,-2.6275,-2.0429,0.5940
001,-14.3121,2.8515,-4.8839
001,1.1295,-0.1536,-3.8183
001,-15.5856,-4.2948,3.6091
001,7.0090,-3.7727,-1.4795
001,5.3116,-2.9348,-2.2040
001,-2.4173,-1.3867,1.4194
001,0.5724,-4.3324,-0.0566
001,1.7825,-0.9917,-1.4316
001,-9.7751,2.0870,-4.7023
001,18.4792,4.6850,3.9919
001,-7.7305,4.3510,-1.8662
001,-5.3804,1.6184,-1.7480
001,-7.2952,2.1909,-3.6784
001,-4.2984,0.9814,-2.8324
001,-0.2699,-2.5329,0.2784
001,-1.1404,-2.3332,0.6241
001,1.1701,-0.4157,-4.3395
001,-0.2312,-0.0603,-3.1796
001,6.5478,-1.7617,-3.5285
001,-9.6714,-2.2465,4.5327
001,2.8786,4.5132,0.2574
001,0.1728,0.1567,-1.0449
001,-17.7821,-4.7915,3.9100
001,3.8320,-1.6994,-1.9852
001,3.6580,-2.0155,-2.4150
001,18.3435,4.5404,3.9332
001,3.1322,-2.8052,-1.2960
001,19.7653,-4.0855,-4.8170
001,10.1752,-2.7166,-3.8510
001,-21.6439,4.4746,-4.8976
001,-21.7804,4.3820,-4.8592
001,17.9714,4.0390,4.3835
001,3.4863,-1.1969,-4.0014
001,13.6068,4.0918,2.8954
001,-19.9089,4.5179,-4.6149
001,8.1048,-2.8299,-2.8743
001,1.5272,2.6802,0.3557
001,-5.1516,1.5168,-3.2684
001,17.6693,4.6539,3.7988
001,-2.1738,2.4047,-0.4963
001,1.5243,-2.5675,0.2115
001,2.5355,-0.9289,-2.7536
001,1.5131,-2.5385,-0.5378
001,3.4745,0.5973,4.3248
001,0.6334,-0.8323,1.4445
001,-7.1889,1.2678,-4.8284
001,2.3842,2.7012,0.5572
001,9.8105,2.5134,4.4916
001,-4.4453,1.3981,-3.4889
001,1.3636,-1.7221,-1.3790
001,0.1828,0.0136,-0.9419
001,8.6142,1.7284,4.5486
001,1.3048,-0.2105,-2.9692
001,11.9368,3.6739,2.9039
001,1.9963,-3.8046,-0.6268
001,16.1667,-3.9122,-3.9693
001,2.7131,-0.7874,-3.8998
001,2.4935,-0.5180,-3.7814
001,-0.7050,0.0364,-2.8725
001,2.0914,-3.5716,-0.9459
001,-3.4428,-1.1683,1.9933
001,14.0681,-3.3410,-4.6278
001,0.8034,2.8329,-0.0916
001,19.3308,4.3328,4.6289
001,-0.1063,-0.0810,-0.8708
001,-20.9027,-4.1588,4.9481
001,18.4843,-3.6434,-4.6809
001,-7.7526,2.5717,-3.2986
001,-4.3029,-4.8529,0.7771
001,-4.2091,2.8185,-1.3380
001,1.2720,-0.2994,-3.6598
001,-3.3553,-1.0221,4.1269
001,-1.7970,0.7617,0.0533
001,7.9282,-2.6645,-3.4282
001,2.1981,1.0168,1.3603
001,-4.6511,-1.2602,3.4902
001,7.1631,1.5530,4.2769
001,0.3774,3.7640,0.3964
001,-1.1295,-2.3700,0.1640
001,-0.6558,4.8698,0.2207
001,-7.5950,3.0223,-1.7228
001,21.7983,-4.9904,-4.4158
001,13.8399,-3.8084,-3.3016
001,11.6287,4.9313,2.4479
001,5.9966,-2.5260,-2.2347
001,3.8948,-3.3332,-0.9939
001,-8.2333,2.8711,-2.8618
001,-2.4865,-2.0845,1.0339
001,8.0953,2.7216,3.1479
001,-0.2030,1.8877,-0.0067
001,1.0485,-0.6717,-2.1746
001,8.8048,-2.8196,-3.5606
001,4.3026,-1.1345,-2.8820
001,14.6865,2.8114,4.8310
001,-1.4108,-0.8776,-0.2205
001,24.3520,4.8216,4.6768
001,-2.2649,-3.6819,1.0588
001,-0.5348,0.0678,-4.4615
001,6.5816,4.8344,1.2568
001,0.7347,0.3115,0.3568
001,5.7478,-1.4012,-3.5883
001,9.2986,-4.1620,-2.4612
001,-7.8239,2.0856,-3.6306
001,8.7709,-4.1508,-1.9829
001,3.3246,-2.7610,-1.4497
001,-4.2407,-1.2426,3.9347
001,-2.3183,1.8051,-0.6936
001,8.9339,4.3405,2.1221
001,-0.7886,-0.1731,0.5251
001,-8.0553,-4.6505,1.4226
001,-0.9152,0.2850,-4.8744
001,-1.9823,1.3594,-0.4118
001,-0.4178,1.8241,0.1486
001,0.5214,-3.6936,0.0123
001,-22.5740,-4.4697,4.9687
001,-13.3917,-3.8057,3.2292
001,-11.9681,-3.0873,4.1012
001,-11.6091,2.8609,-4.3746
001,-3.0176,2.4507,-1.6535
001,0.4281,-3.4614,0.1080
001,-5.5001,2.8213,-2.5411
002,3.1848,-0.7267,-4.5382
002,-2.5562,-1.4842,2.4919
002,0.8819,-0.9746,-1.3131
002,0.5882,-2.2808,0.5189
002,10.0147,-2.1938,-4.3016
002,3.3630,0.7437,3.4146
002,-8.5538,4.8030,-1.8367
002,-3.0217,4.5996,-0.4819
002,-0.3262,-0.7679,0.2251
002,2.5282,-0.9166,-2.5023
002,3.3037,-1.5979,-2.7987
002,8.2172,-3.4470,-2.3369
002,5.6317,-3.6944,-1.7576
002,-2.7900,1.7747,-0.8141
002,6.8360,2.3648,2.7975
002,-10.7730,3.0332,-3.4395
002,-14.0652,-4.3112,2.9585
002,13.5545,-3.2369,-3.8587
002,3.8233,-1.1831,-3.8798
002,-6.1230,-1.8754,4.1486
002,-4.3918,-2.6428,1.7497
002,-1.1796,1.0329,-1.2318
002,-8.6771,-2.2858,3.9954
002,0.5126,0.1001,4.6565
002,1.8560,-1.1739,-2.0092
002,4.5403,-2.2201,-1.7849
002,1.0507,-0.4684,-3.3733
002,0.9129,-2.4644,-0.9309
002,3.2648,4.0485,0.6902
002,-1.2352,4.8268,-0.4135
002,15.0847,3.8730,3.9080
002,-9.8155,3.6804,-2.6796
002,-0.1146,1.9862,0.1267
002,5.7167,2.6663,1.5383
002,-5.1141,2.9211,-1.9149
002,6.1449,-2.4056,-2.8049
002,2.0272,0.7704,4.2936
002,-5.7673,-0.7354,4.3714
002,-12.7085,-2.8352,4.2873
002,9.7509,4.2019,2.1038
002,9.1995,-4.8577,-2.2499
002,12.6560,-4.6785,-2.7558
002,0.2280,-1.9237,0.6999
002,1.7817,0.9724,-0.3804
002,8.7648,3.0149,3.7414
002,2.5393,-0.6480,-4.1091
002,-15.7208,-3.6347,4.1618
002,-15.1687,-4.6655,2.7567
002,-4.9850,-1.8692,1.7147
002,-2.3797,-1.7880,1.1612
002,-5.2345,-2.4595,2.0113
002,-21.9365,-4.6688,4.8958
002,-4.8206,-2.0264,2.6866
002,-0.2416,-0.0051,-4.5155
002,-20.7077,4.7071,-4.4262
002,5.8829,3.2736,1.5669
002,4.0717,1.3798,3.6805
002,-4.4641,-1.6444,3.3361
002,-9.5792,2.1843,-4.9632
002,0.2513,1.7629,0.3714
002,-2.2950,0.1220,-1.4844
002,-0.2234,0.2104,-4.4484
002,2.4501,-0.6534,-2.1637
002,-4.7181,-1.3450,3.3825
002,-19.0432,4.8525,-3.6251
002,11.2824,3.8865,3.1413
002,3.9060,2.4717,2.4755
002,-9.1111,-2.2518,4.2795
002,1.4346,3.3490,0.4660
002,3.0170,4.9157,0.3693
002,-16.2899,-4.9320,3.4455
002,1.1925,0.2453,-0.1782
002,-1.4741,-1.8203,0.8310
002,-2.6700,-2.2982,1.4399
002,2.6468,-0.9407,-3.8319
002,6.2843,-2.1021,-2.9709
002,-1.3334,0.6779,-2.1959
002,4.8388,1.2509,4.5605
002,2.5884,-1.0655,-1.4709
002,-4.1648,4.5851,-0.5771
002,-21.3763,-4.9381,4.4506
002,-9.1537,-2.3256,4.6807
002,-8.4017,1.7692,-4.6035
002,-9.7167,4.1034,-2.5372
002,6.5995,-1.8731,-3.4755
002,3.5026,1.1129,1.9095
002,-1.4813,3.7875,-0.3281
002,-4.0225,1.3801,-3.4880
002,1.6479,-2.0981,-1.2272
002,-2.5492,-0.7436,1.3429
002,3.4996,2.2109,1.5170
002,-7.0708,1.7737,-4.1902
002,-0.2991,-1.6649,0.9174
002,-1.8309,-0.8394,4.3921
002,2.2451,2.1692,0.7657
002,-6.8976,-1.9324,2.8245
002,-14.3697,2.8308,-4.2249
002,2.0306,-3.8071,-0.3700
002,-2.2018,0.4460,-4.4755
002,-12.4045,4.4770,-2.3285
002,18.6367,-4.3468,-4.2329
002,4.9644,4.0275,1.1692
002,1.7857,3.9650,0.5122
002,-4.1577,-1.6976,2.2239
002,6.0581,2.4929,2.5677
002,4.3708,-3.4692,-1.2299
002,-17.7329,4.4117,-4.0369
002,-9.6950,2.6478,-4.0545
002,-2.2044,-0.4637,3.8512
002,5.7183,-4.4063,-1.8747
002,-3.4556,0.9945,-3.9106
002,7.7116,-2.8883,-2.9541
002,-1.7523,3.6828,-0.8065
002,-15.9332,3.6240,-4.6389
002,-0.2157,2.9651,-0.2463
002,-3.6844,0.9261,-3.4751
002,1.1702,-0.0293,1.8794
002,15.2240,4.2417,3.5850
002,17.4066,4.7982,3.5240
002,-5.6441,1.6148,-2.9921
002,-6.2753,-2.3383,3.0654
002,1.9750,-3.6374,-0.4892
002,2.6122,-0.4559,-0.8144
002,-0.7883,3.8630,-0.2905
002,-9.4289,-2.7008,3.7694
002,-12.1012,3.6677,-3.1561
002,2.4148,-1.3259,-3.7675
002,-3.7490,-4.4819,0.9109
002,3.8136,1.8754,1.7495
002,-6.9226,-3.5145,1.8000
002,-17.2788,-3.7298,4.3989
002,1.0682,1.3294,0.9890
002,-4.3724,-1.0881,4.0481
002,-23.1134,-4.9282,4.6230
002,8.0025,-2.0771,-4.0305
002,6.2981,-3.3452,-1.3013
002,-4.9523,1.7753,-2.2994
002,3.5751,1.1533,3.5194
002,3.6396,3.3981,0.9903
002,-6.0817,2.7785,-2.5192
002,4.5061,1.0250,4.5769
002,-17.3619,4.1567,-4.5302
002,-4.6822,1.3493,-3.3826
002,0.2926,0.1925,-1.7229
002,-8.2710,-2.0338,3.5868
002,6.9183,-2.4532,-2.7285
002,-22.4440,4.3955,-4.7015
002,-14.5011,-3.9327,3.7230
002,-5.6705,-3.8528,2.0203
002,-10.2394,-3.5997,3.3829
002,7.6435,-1.5505,-4.9428
002,-5.3457,-4.4492,1.2508
002,4.4111,3.5716,1.5986
002,-0.5947,0.0432,2.6093
002,-14.4147,-4.0117,3.8801
002,-6.2157,3.1067,-2.4424
002,-12.0348,2.4097,-4.8152
002,-5.4396,-3.7995,1.3384
002,6.7528,-2.7115,-1.9714
002,-13.6096,3.3933,-4.0722
002,2.8950,0.9620,2.9422
002,5.0987,1.8218,3.2349
002,-12.3438,-3.3447,3.8141
002,4.9480,1.7229,2.9951
002,9.0434,-3.5724,-2.6234
002,-14.2061,-3.2103,4.0222
002,-3.9461,1.2987,-2.7766
002,7.5243,-3.1063,-2.3176
002,-4.2475,-2.2067,2.2733
002,-5.7291,1.4739,-3.6891
002,7.0627,-1.3630,-3.7743
002,9.0937,-3.1822,-2.7871
002,14.6129,3.8958,3.5732
002,10.4892,-3.7172,-2.7180
002,9.6538,4.0143,2.5343
002,-0.7443,-0.5099,2.2710
002,-9.0557,1.9337,-4.4298
002,0.8120,1.1176,0.2169
002,1.5987,-2.3831,-0.0890
002,-6.0480,1.4830,-4.5901
002,1.7413,1.9913,1.5797
002,-16.3821,4.4598,-3.9068
002,-4.8246,-2.0846,1.1957
002,-0.4400,1.8750,-0.8691
002,-1.4839,-3.0916,0.5767
002,-6.1901,-4.0934,1.9390
002,1.7892,0.7670,2.6719
002,-2.2350,-2.4036,1.6163
002,17.6820,4.4249,4.1712
002,0.9850,0.4355,3.4524
002,-0.2437,-2.7328,0.1435
002,2.3495,0.8242,2.1210
002,-0.1365,-4.3204,-0.1463
002,-4.5891,-3.6986,1.2314
002,-12.1831,4.4308,-1.9921
002,11.7431,3.5017,3.3311
002,-1.8314,0.4482,-4.9554
002,-0.2016,-0.1726,-4.9350
002,1.2635,-1.0182,-0.9131
002,5.4322,4.3373,1.1162
002,-1.1759,2.2179,-1.2199
002,0.2682,-2.0476,0.8935
002,15.3027,4.4390,3.4079
002,11.3805,-2.5552,-3.6552
002,-9.0860,2.9931,-2.3902
002,1.8851,1.5872,0.5733
002,10.3744,-3.4098,-3.2175
002,10.0479,2.3868,4.2030
002,1.0616,4.2483,0.3937
002,-4.3847,-1.9123,2.4288
002,0.1224,-3.3276,0.0761
002,0.2479,0.0659,4.9641
002,-0.4485,0.7120,-2.1198
002,-3.5276,1.7029,-1.3675
002,0.0461,0.4796,1.6130
002,-1.0819,0.8867,-1.2445
002,5.6586,2.9808,2.1387
002,13.1800,-3.0345,-4.2868
002,-4.6559,-4.8543,0.8742
002,-4.5734,1.3708,-3.3404
002,3.2479,-1.8900,-1.3504
002,-1.4636,0.9581,-2.7856
002,-11.9153,2.7278,-4.3806
002,0.9942,-0.2904,-1.8120
002,-1.0048,-4.8251,0.0121
002,-0.4077,0.5507,-0.6369
002,-8.2514,1.8651,-3.8313
002,6.6199,3.0730,1.7611
002,7.0776,1.9140,3.4740
002,-5.0711,2.3300,-2.0114
002,-22.2174,4.8920,-4.3705
002,-1.2781,3.8213,-0.5572
002,-1.8083,-0.5673,4.1836
002,-8.0368,-2.6127,3.2858
002,-18.0186,-3.8322,4.8468
002,11.7000,4.7373,2.5575
002,15.1398,3.7947,4.4867
002,-1.6951,-1.5473,0.4262
002,2.9116,-2.6643,-1.5936
002,0.8006,-2.3559,-0.0338
002,0.2329,-0.4694,0.9128
002,-0.1841,0.1774,0.9630
002,-0.8470,-0.6075,2.8048
002,-9.2371,-2.2844,4.4359
002,6.0704,-1.7293,-3.9074
002,-9.7087,4.0018,-2.3136
002,0.3340,-0.5103,-0.7465
002,-0.2554,-0.8831,0.4421
002,18.8759,-4.7702,-3.8625
002,-1.2055,-1.6584,0.4080
002,-0.0525,1.9004,0.5966
002,-11.4223,-3.1928,3.5039
002,-7.3377,2.7539,-2.2976
002,-18.8369,-3.8137,4.9646
002,-6.7289,2.9130,-2.8963
002,-11.6200,4.9547,-2.2433
002,-2.8417,0.5972,-2.1663
002,4.9441,4.3887,1.2589
002,-4.6662,-2.4400,1.9960
002,1.4003,-0.9617,-1.8072
002,1.9473,0.3133,4.4877
002,10.6297,2.9491,3.7415
002,-0.2533,-0.2425,-4.8676
002,2.5216,3.0311,1.3602
002,19.7557,-4.6758,-4.0470
002,7.4294,2.1912,2.9797
002,-9.5738,3.0132,-3.3720
002,4.0782,-1.9544,-2.0046
002,-10.0502,4.1469,-2.6236
002,-8.6294,2.6275,-2.6553
002,-12.7178,4.3359,-3.3994
002,-10.5832,-3.1889,3.3709
002,-3.1086,2.0079,-1.8609
002,22.8552,-4.7243,-4.4669
002,8.4509,4.8908,1.8565
002,22.2404,-4.7651,-4.9141
002,-4.4598,0.8718,-4.1823
002,2.8361,3.3807,0.4954
002,-6.4129,1.8655,-3.8235
002,3.1974,-3.2702,-0.4842
002,2.3367,-1.2950,-1.4206
002,-5.7076,-1.8380,2.2602
002,-2.7492,0.3918,-3.1325
002,-0.8428,1.0194,-0.0092
002,-1.5533,-1.9608,0.8352
002,-2.0798,1.1390,-2.1546
002,-1.6576,1.7227,-0.5792
002,2.7624,0.2779,-0.3222
002,-4.1360,0.9086,-3.9088
002,19.3210,-4.8517,-3.8806
002,-12.1718,4.3326,-2.5185
002,12.0479,-3.6207,-3.7424
002,-2.8705,0.3914,-2.2140
002,-5.5041,-1.8208,3.3728
002,8.7412,-3.5861,-2.5095
002,0.8037,0.3552,1.2681
002,-6.9329,-2.3092,3.2093
002,0.5393,-1.7232,-0.4132
002,-1.8417,-1.0131,2.4965
002,6.8017,-3.7431,-1.7860
002,13.7074,-3.7090,-3.6056
002,3.7785,1.0584,4.4164
002,-3.9648,-0.5048,4.8573
002,5.7777,-1.4976,-4.0666
002,14.8153,-3.0661,-4.7704
002,12.1911,-4.7875,-2.7118
002,-1.7779,1.3446,-1.0494
002,-6.6676,3.6890,-1.7910
002,4.2924,3.3063,1.2938
002,-7.5494,-2.2579,4.6009
002,5.3273,1.1661,4.8387
002,-8.3118,-2.8984,3.0259
002,-1.4147,0.7082,-1.0536
002,0.5152,-4.1062,-0.1546
002,-17.8201,-4.6609,3.8827
002,0.2604,1.2823,-0.3568
002,-14.3662,4.4618,-3.1351
002,-8.5499,3.7824,-2.5666
002,-0.3093,-0.0632,3.4072
002,17.3037,-4.3069,-3.8735
002,6.9695,-2.7920,-2.2728
002,-4.8016,-1.2636,3.1340
002,-3.9769,-2.1399,1.9185
002,4.6274,3.0655,1.3926
002,0.1998,0.9835,-0.6972
002,5.2167,4.7817,1.7730
002,-12.3493,4.4500,-2.2687
002,-13.5966,3.0359,-4.3479
002,2.1013,3.1301,0.7585
002,-7.1592,-1.4417,4.2346
002,0.3678,-0.3379,-2.5734
002,-2.3236,0.4439,-4.1313
